{{-28/5, 2.082758971166281*^-6}, {-111/20, 3.061654283031271*^-6}, 
 {1/5, 0.04525755037781576}, {1/4, 0.04083493335458821}, 
 {3/10, 0.03677466326660084}, {7/20, 0.033055962829866115}, 
 {2/5, 0.029658092209669196}, {9/20, 0.026560532594556485}, 
 {1/2, 0.023743144267887484}, {11/20, 0.02118630039254943}, 
 {3/5, 0.018870997936438982}, {13/20, 0.0167789473232276}, 
 {7/10, 0.01489264249943778}, {3/4, 0.013195413170458359}, 
 {4/5, 0.011671460980477333}, {17/20, 0.010305881399642614}, 
 {9/10, 0.009084673041843683}, {19/20, 0.00799473607304968}, 
 {1, 0.007023861288303457}, {21/20, 0.00616071133950824}, 
 {11/10, 0.005394795490040738}, {23/20, 0.0047164391597163124}, 
 {6/5, 0.004116749407653719}, {5/4, 0.003587577383908691}, 
 {13/10, 0.0031214786656840188}, {27/20, 0.0027116722821455275}, 
 {7/5, 0.002351999125007276}, {29/20, 0.0020368803412286196}, 
 {3/2, 0.0017612762099945556}, {31/20, 0.001520645919508401}, 
 {8/5, 0.0013109085799751785}, {33/20, 0.0011284057378896373}, 
 {17/10, 0.0009698655930922007}, {7/4, 0.0008323690638923908}, 
 {9/5, 0.0007133177966941462}, {37/20, 0.000610404174276713}, 
 {19/10, 0.0005215833411674753}, {39/20, 0.00044504723449212413}, 
 {2, 0.00037920058405016555}, {41/20, 0.0003226388255468393}, 
 {21/10, 0.0002741278552942372}, {43/20, 0.00023258554302008072}, 
 {11/5, 0.00019706491085302869}, {9/4, 0.00016673888105289691}, 
 {23/10, 0.00014088649175425516}, {47/20, 0.00011888047899111243}, 
 {12/5, 0.00010017612366608475}, {49/20, 0.00008430126416869577}, 
 {5/2, 0.00007084737825591159}, {51/20, 0.00005946164171011237}, 
 {13/5, 0.000049839875674972944}, {53/20, 0.000041720299534420136}, 
 {27/10, 0.00003487801127632917}, {11/4, 0.000029120122661763226}, 
 {14/5, 0.0000242814817822401}, {57/20, 0.000020220920903035733}, 
 {29/10, 0.00001681797262031992}, {59/20, 0.000013970002303409501}, 
 {3, 0.000011589709541293125}, {61/20, 9.602955771570443*^-6}, 
 {31/10, 7.946879491016468*^-6}, {63/20, 6.568264337758478*^-6}, 
 {16/5, 5.42212899445893*^-6}, {13/4, 4.470511169252234*^-6}}
